pl_name,hostname,discoverymethod,disc_year,disc_facility,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,sy_dist,st_teff,st_rad,st_mass,decade,earth_radius_class,orbital_period_class,distance_class_pc,disc_year_int
CoRoT-5 b,CoRoT-5,Transit,2009.0,CoRoT,15.558,148.42,4.0378962,0.04947,882.472,6100.0,1.186,1.0,2000,>15 Earth radii,3–10 days,"500–1,000 pc",2009
CoRoT-6 b,CoRoT-6,Transit,2009.0,CoRoT,13.068,940.74,8.886593,0.0855,645.294,6090.0,1.025,1.05,2000,Gas giant 6–15,3–10 days,"500–1,000 pc",2009
CoRoT-7 b,CoRoT-7,Transit,2009.0,CoRoT,1.68135,4.07660518,0.85359163,0.017016,159.906,5275.0,0.83,0.82,2000,Super-Earth 1.25–2,<3 days,100–500 pc,2009
CoRoT-7 c,CoRoT-7,Radial Velocity,2009.0,CoRoT,2.83,8.4,3.698,0.046,159.906,5256.0,0.864273,0.899,2000,Neptune-like 2–6,3–10 days,100–500 pc,2009
CoRoT-7 d,CoRoT-7,Radial Velocity,2022.0,La Silla Observatory,4.31,17.142,8.966,,159.906,5250.0,0.8389,0.915,2020,Neptune-like 2–6,3–10 days,100–500 pc,2022
CoRoT-8 b,CoRoT-8,Transit,2010.0,CoRoT,6.39,69.92,6.21229,0.063,322.037,5080.0,0.77,0.88,2010,Gas giant 6–15,3–10 days,100–500 pc,2010
CoRoT-9 b,CoRoT-9,Transit,2009.0,CoRoT,11.948794,266.9772,95.272656,0.4021,412.98,5625.0,0.96,0.96,2000,Gas giant 6–15,50–365 days,100–500 pc,2009
DE CVn b,DE CVn,Eclipse Timing Variations,2018.0,Multiple Facilities,12.4,3823.27330161,4098.1,5.75,30.5225,3579.0,0.424754,0.51,2010,Gas giant 6–15,>10 years,10–50 pc,2018
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,Astrometry,2013.0,Paranal Observatory,11.9,9057.77,246.36,0.36,20.77,,,0.075,2010,Gas giant 6–15,50–365 days,10–50 pc,2013
DH Tau b,DH Tau,Imaging,2004.0,Subaru Telescope,30.2643,3496.0,,330.0,134.846,4371.0,0.27,0.33,2000,>15 Earth radii,Unknown,100–500 pc,2004
DMPP-1 b,DMPP-1,Radial Velocity,2019.0,La Silla Observatory,4.26,16.8,17.812,0.1423,62.5388,6196.0,1.26,1.21,2010,Neptune-like 2–6,10–50 days,50–100 pc,2019
DMPP-1 c,DMPP-1,Radial Velocity,2019.0,La Silla Observatory,3.31,10.94,10.03,0.0973,62.5388,6196.0,1.26,1.21,2010,Neptune-like 2–6,10–50 days,50–100 pc,2019
DMPP-1 d,DMPP-1,Radial Velocity,2019.0,La Silla Observatory,2.02,4.72,3.1417,0.04467,62.5388,6196.0,1.26,1.21,2010,Neptune-like 2–6,3–10 days,50–100 pc,2019
DMPP-1 e,DMPP-1,Radial Velocity,2019.0,La Silla Observatory,1.86,4.13,5.516,0.0651,62.5388,6196.0,1.26,1.21,2010,Super-Earth 1.25–2,3–10 days,50–100 pc,2019
DMPP-2 b,DMPP-2,Radial Velocity,2019.0,Multiple Facilities,14.2,171.48,5.203,0.06638,137.94,6500.0,1.78,1.41,2010,Gas giant 6–15,3–10 days,100–500 pc,2019
DMPP-2 c,DMPP-2,Radial Velocity,2026.0,Multiple Observatories,8.26,51.79,3.168,0.04789,137.94,6500.0,1.78,1.41,2020,Gas giant 6–15,3–10 days,100–500 pc,2026
DMPP-2 d,DMPP-2,Radial Velocity,2026.0,Multiple Observatories,11.6,91.79,16.491,0.1432,137.94,6500.0,1.78,1.41,2020,Gas giant 6–15,10–50 days,100–500 pc,2026
DMPP-3 A b,DMPP-3 A,Radial Velocity,2019.0,La Silla Observatory,1.44,2.67,5.59,0.05958,46.8917,5138.0,0.91,0.9,2010,Super-Earth 1.25–2,3–10 days,10–50 pc,2019
DMPP-4 b,DMPP-4,Radial Velocity,2023.0,Multiple Observatories,3.53,12.2,3.4982,0.04853,25.3284,6400.0,1.38,1.25,2020,Neptune-like 2–6,3–10 days,10–50 pc,2023
DMPP-6 b,DMPP-6,Radial Velocity,2026.0,Multiple Observatories,2.28,5.8,7.6027,0.0779,54.6303,6182.09,1.27,1.079,2020,Neptune-like 2–6,3–10 days,50–100 pc,2026
DMPP-6 c,DMPP-6,Radial Velocity,2026.0,Multiple Observatories,3.74,13.47,36.441,0.2206,54.6303,6182.09,1.27,1.079,2020,Neptune-like 2–6,10–50 days,50–100 pc,2026
DMPP-7 b,DMPP-7,Radial Velocity,2026.0,Multiple Observatories,9.13,61.39,4.984,0.05873,101.386,5996.82,1.53949,1.09,2020,Gas giant 6–15,3–10 days,100–500 pc,2026
DMPP-8 b,DMPP-8,Radial Velocity,2026.0,Multiple Observatories,10.8,81.09,62.915,0.3098,76.1335,6009.0,1.24,0.99,2020,Gas giant 6–15,50–365 days,50–100 pc,2026
DMPP-9 b,DMPP-9,Radial Velocity,2026.0,Multiple Observatories,3.89,14.43,12.733,0.1097,109.539,6092.0,1.26,1.1,2020,Neptune-like 2–6,10–50 days,100–500 pc,2026
DP Leo b,DP Leo,Eclipse Timing Variations,2009.0,Yunnan Astronomical Observatory,12.7,1995.88832,10220.0,8.19,305.684,13500.0,0.0115,0.69,2000,Gas giant 6–15,>10 years,100–500 pc,2009
DS Tuc A b,DS Tuc A,Transit,2019.0,Transiting Exoplanet Survey Satellite (TESS),5.7,413.179,8.138268,,44.0622,5428.0,0.964,1.01,2010,Neptune-like 2–6,3–10 days,10–50 pc,2019
EPIC 201170410.02,EPIC 201170410,Transit,2020.0,K2,1.047,1.15,6.7987,0.0349,134.0,3648.0,0.282,0.287,2020,Earth-size 0.5–1.25,3–10 days,100–500 pc,2020
EPIC 201238110 b,EPIC 201238110,Transit,2019.0,K2,1.87,4.16,28.1656,,159.259,3587.0,0.374,0.41,2010,Super-Earth 1.25–2,10–50 days,100–500 pc,2019
EPIC 201427007 b,EPIC 201427007,Transit,2021.0,K2,1.5,2.86,0.72091,,706.391,5633.0,0.94,0.93,2020,Super-Earth 1.25–2,<3 days,"500–1,000 pc",2021
EPIC 201497682 b,EPIC 201497682,Transit,2019.0,K2,0.692,0.26,2.13174,,253.026,4991.0,0.554,0.78,2010,Earth-size 0.5–1.25,<3 days,100–500 pc,2019
EPIC 201595106 b,EPIC 201595106,Transit,2021.0,K2,1.565,7.67,0.87724,0.0177,232.1,5679.0,0.98,0.958,2020,Super-Earth 1.25–2,<3 days,100–500 pc,2021
EPIC 201615463 c,K2-166,Transit,2019.0,K2,1.22,1.98,3.80464,,476.882,5960.0,1.61,1.073,2010,Earth-size 0.5–1.25,3–10 days,100–500 pc,2019
EPIC 201754305 d,K2-16,Transit,2019.0,K2,1.03,1.08,2.71578,,334.967,4761.0,0.544,0.67,2010,Earth-size 0.5–1.25,<3 days,100–500 pc,2019
EPIC 201757695.02,EPIC 201757695,Transit,2020.0,K2,0.90819,0.688,2.0478,0.0296,577.6,4520.0,0.655,0.727,2020,Earth-size 0.5–1.25,<3 days,"500–1,000 pc",2020
EPIC 201833600 c,K2-50,Transit,2019.0,K2,1.0,0.972,3.96151,,257.443,4326.0,0.634,0.611,2010,Earth-size 0.5–1.25,3–10 days,100–500 pc,2019
EPIC 201841433 b,EPIC 201841433,Transit,2019.0,K2,1.04,1.12,4.1698,0.035,436.488,5053.0,0.628461,0.802,2010,Earth-size 0.5–1.25,3–10 days,100–500 pc,2019
EPIC 205950854 c,K2-168,Transit,2019.0,K2,1.31,2.27,8.050722,,243.935,5502.7,0.83,0.877,2010,Super-Earth 1.25–2,3–10 days,100–500 pc,2019
EPIC 206024342 b,EPIC 206024342,Transit,2019.0,K2,1.7,3.53,4.50756,,369.888,5724.0,0.823,0.928,2010,Super-Earth 1.25–2,3–10 days,100–500 pc,2019
EPIC 206024342 c,EPIC 206024342,Transit,2021.0,K2,1.4,2.54,0.911724,,369.888,5724.0,1.1,0.928,2020,Super-Earth 1.25–2,<3 days,100–500 pc,2021
EPIC 206024342 d,EPIC 206024342,Transit,2021.0,K2,2.6,7.27,14.647531,,369.888,5724.0,1.1,0.928,2020,Neptune-like 2–6,10–50 days,100–500 pc,2021
EPIC 206032309 b,EPIC 206032309,Transit,2019.0,K2,1.01,1.01,2.87814,,161.365,3489.0,0.37344,0.221,2010,Earth-size 0.5–1.25,<3 days,100–500 pc,2019
EPIC 206042996 b,EPIC 206042996,Transit,2019.0,K2,1.7,3.53,5.2986,,451.769,4114.0,0.5,0.565,2010,Super-Earth 1.25–2,3–10 days,100–500 pc,2019
EPIC 206042996 c,EPIC 206042996,Transit,2021.0,K2,1.2,1.87,0.354884,,451.769,4114.0,0.5,0.565,2020,Earth-size 0.5–1.25,<3 days,100–500 pc,2021
EPIC 206215704 b,EPIC 206215704,Transit,2019.0,K2,1.0,0.972,2.255436,,109.888,3297.0,0.25,0.407,2010,Earth-size 0.5–1.25,<3 days,100–500 pc,2019
EPIC 206317286 b,EPIC 206317286,Transit,2019.0,K2,0.96,0.84,1.58252,,314.35,4752.0,0.669,0.711,2010,Earth-size 0.5–1.25,<3 days,100–500 pc,2019
EPIC 206317286 c,EPIC 206317286,Transit,2022.0,K2,2.094,5.03,17.515472,,314.35,4752.0,0.758,0.832,2020,Neptune-like 2–6,10–50 days,100–500 pc,2022
EPIC 211822797 b,EPIC 211822797,Transit,2016.0,K2,1.92,4.35,21.1701963,0.1195,186.197,4057.0,0.58,0.62,2010,Super-Earth 1.25–2,10–50 days,100–500 pc,2016
EPIC 211945201 b,EPIC 211945201,Transit,2018.0,K2,5.76,11.0,19.49221,0.1493,181.69,6069.0,1.39,1.17,2010,Neptune-like 2–6,10–50 days,100–500 pc,2018
EPIC 212297394 b,EPIC 212297394,Transit,2019.0,K2,1.48,2.79,2.289363,,418.395,5171.0,0.8,0.83,2010,Super-Earth 1.25–2,<3 days,100–500 pc,2019
EPIC 212297394 c,EPIC 212297394,Transit,2021.0,K2,2.27,5.77,5.213965,,418.395,5171.0,0.8,0.83,2020,Neptune-like 2–6,3–10 days,100–500 pc,2021
EPIC 212424622 b,EPIC 212424622,Transit,2019.0,K2,2.17,5.35,18.0983,,611.804,5782.33,1.2247,1.106,2010,Neptune-like 2–6,10–50 days,"500–1,000 pc",2019
EPIC 212499991 b,EPIC 212499991,Transit,2019.0,K2,1.6,3.19,34.885,,283.29,4982.79,0.757541,0.912,2010,Super-Earth 1.25–2,10–50 days,100–500 pc,2019
EPIC 212587672 b,EPIC 212587672,Transit,2019.0,K2,1.26,2.13,15.28078,,320.07,6004.0,0.98,0.99,2010,Super-Earth 1.25–2,10–50 days,100–500 pc,2019
EPIC 212587672 c,EPIC 212587672,Transit,2021.0,K2,2.32,5.99,23.228555,,320.07,6004.0,0.98,0.99,2020,Neptune-like 2–6,10–50 days,100–500 pc,2021
EPIC 212624936 b,EPIC 212624936,Transit,2021.0,K2,1.2,1.87,0.578657,,561.929,5765.0,0.93,1.0,2020,Earth-size 0.5–1.25,<3 days,"500–1,000 pc",2021
EPIC 212624936 c,EPIC 212624936,Transit,2021.0,K2,2.3,5.9,11.811437,,561.929,5765.0,0.93,1.0,2020,Neptune-like 2–6,10–50 days,"500–1,000 pc",2021
EPIC 212737443 b,EPIC 212737443,Transit,2019.0,K2,2.586,7.2,13.603,0.098,336.25,4684.0,0.673,0.69,2010,Neptune-like 2–6,10–50 days,100–500 pc,2019
EPIC 212737443 c,EPIC 212737443,Transit,2019.0,K2,2.69,7.7,65.55,0.28,336.25,4684.0,0.673,0.69,2010,Neptune-like 2–6,50–365 days,100–500 pc,2019
EPIC 220492298 b,EPIC 220492298,Transit,2021.0,K2,0.99,0.937,0.762406,,624.512,5620.0,0.89,0.95,2020,Earth-size 0.5–1.25,<3 days,"500–1,000 pc",2021
EPIC 220554210 c,K2-282,Transit,2019.0,K2,1.6,3.19,0.70531,,496.289,5499.0,1.0,0.94,2010,Super-Earth 1.25–2,<3 days,100–500 pc,2019
EPIC 220674823 b,EPIC 220674823,Transit,2016.0,K2,1.606,7.54,0.57130782,0.0132,244.59,5578.0,0.99,0.913,2010,Super-Earth 1.25–2,<3 days,100–500 pc,2016
EPIC 220674823 c,EPIC 220674823,Transit,2016.0,K2,2.712,7.9,13.340603,0.1078,244.59,5578.0,0.99,0.913,2010,Neptune-like 2–6,10–50 days,100–500 pc,2016
EPIC 228836835 b,EPIC 228836835,Transit,2021.0,K2,1.1,1.37,0.728113,,150.124,3782.0,0.32,0.418179,2020,Earth-size 0.5–1.25,<3 days,100–500 pc,2021
EPIC 229004835 b,EPIC 229004835,Transit,2023.0,K2,2.332,10.4,16.141132,0.1237,121.971,5868.0,0.999,0.97,2020,Neptune-like 2–6,10–50 days,100–500 pc,2023
EPIC 246851721 b,EPIC 246851721,Transit,2018.0,K2,11.780659,953.49,6.180235,0.07229,372.632,6202.0,1.586,1.317,2010,Gas giant 6–15,3–10 days,100–500 pc,2018
EPIC 248847494 b,EPIC 248847494,Transit,2018.0,K2,12.44199,4131.79,3650.0,4.5,551.886,4898.0,2.7,0.9,2010,Gas giant 6–15,1–10 years,"500–1,000 pc",2018
EPIC 249893012 b,EPIC 249893012,Transit,2020.0,K2,1.95,8.75,3.5951,0.047,321.296,5430.0,1.71,1.05,2020,Super-Earth 1.25–2,3–10 days,100–500 pc,2020
EPIC 249893012 c,EPIC 249893012,Transit,2020.0,K2,3.67,14.67,15.624,0.13,321.296,5430.0,1.71,1.05,2020,Neptune-like 2–6,10–50 days,100–500 pc,2020
EPIC 249893012 d,EPIC 249893012,Transit,2020.0,K2,3.94,10.18,35.747,0.22,321.296,5430.0,1.71,1.05,2020,Neptune-like 2–6,10–50 days,100–500 pc,2020
FU Tau b,FU Tau,Imaging,2008.0,Spitzer Space Telescope,12.2,5085.28,,800.0,133.4950466,2838.0,,0.05,2000,Gas giant 6–15,Unknown,100–500 pc,2008
G 192-15 b,G 192-15,Radial Velocity,2025.0,Calar Alto Observatory,1.02,1.03,2.27476,0.01723,9.53114,2999.0,0.170718,0.132,2020,Earth-size 0.5–1.25,<3 days,<10 pc,2025
G 192-15 c,G 192-15,Radial Velocity,2025.0,Calar Alto Observatory,3.87,14.3,1219.0,1.137,9.53114,2999.0,0.170718,0.132,2020,Neptune-like 2–6,1–10 years,<10 pc,2025
G 196-3 b,G 196-3,Imaging,2024.0,European Space Agency (ESA) Gaia Satellite,12.0,8263.538582,,350.0,21.7912,3517.0,0.522432,0.519782,2020,Gas giant 6–15,Unknown,10–50 pc,2024
G 261-6 b,G 261-6,Radial Velocity,2025.0,Calar Alto Observatory,1.1,1.37,5.4536,0.02971,10.6267,2907.0,0.153162,0.118,2020,Earth-size 0.5–1.25,3–10 days,10–50 pc,2025
G 264-012 b,G 264-012,Radial Velocity,2021.0,Calar Alto Observatory,1.39,2.5,2.30538,0.02279,16.009,3326.0,0.305,0.297,2020,Super-Earth 1.25–2,<3 days,10–50 pc,2021
G 264-012 c,G 264-012,Radial Velocity,2021.0,Calar Alto Observatory,1.76,3.75,8.0518,0.0525,16.009,3326.0,0.305,0.297,2020,Super-Earth 1.25–2,3–10 days,10–50 pc,2021
G 268-110 b,G 268-110,Radial Velocity,2025.0,Calar Alto Observatory,1.13,1.52,1.43263,0.01283,,,0.177,0.137,2020,Earth-size 0.5–1.25,<3 days,Unknown,2025
G 9-40 b,G 9-40,Transit,2019.0,K2,1.9,4.0,5.7459982,0.0418,27.9276,3395.0,0.3026,0.2952,2010,Super-Earth 1.25–2,3–10 days,10–50 pc,2019
GJ 1002 b,GJ 1002,Radial Velocity,2022.0,Multiple Observatories,1.03,1.08,10.3465,0.0457,4.84867,3024.0,0.137,0.12,2020,Earth-size 0.5–1.25,10–50 days,<10 pc,2022
GJ 1002 c,GJ 1002,Radial Velocity,2022.0,Multiple Observatories,1.1,1.36,21.202,0.0738,4.84867,3024.0,0.137,0.12,2020,Earth-size 0.5–1.25,10–50 days,<10 pc,2022
GJ 1061 b,GJ 1061,Radial Velocity,2020.0,La Silla Observatory,1.04,1.11,3.2073,0.021,3.67278,2953.0,0.156,0.12,2020,Earth-size 0.5–1.25,3–10 days,<10 pc,2020
GJ 1061 c,GJ 1061,Radial Velocity,2020.0,La Silla Observatory,1.19,1.81,6.6821,0.0342,3.67278,2953.0,0.156,0.12,2020,Earth-size 0.5–1.25,3–10 days,<10 pc,2020
GJ 1061 d,GJ 1061,Radial Velocity,2020.0,La Silla Observatory,1.16,1.67,13.066,0.054,3.67278,2953.0,0.156,0.12,2020,Earth-size 0.5–1.25,10–50 days,<10 pc,2020
GJ 1132 b,GJ 1132,Transit,2015.0,Cerro Tololo Inter-American Observatory,1.19151465,1.83704819,1.62892911,0.0157,12.613,3229.0,0.2211,0.1945,2010,Earth-size 0.5–1.25,<3 days,10–50 pc,2015
GJ 1132 c,GJ 1132,Radial Velocity,2018.0,La Silla Observatory,1.52,2.91,8.929,0.0476,12.613,3090.0,0.226,0.198,2010,Super-Earth 1.25–2,3–10 days,10–50 pc,2018
GJ 1137 c,HD 93083,Radial Velocity,2026.0,La Silla Observatory,2.11,5.12,9.6412,0.0835,28.5159,5033.8,0.837,0.836,2020,Neptune-like 2–6,3–10 days,10–50 pc,2026
GJ 1148 b,GJ 1148,Radial Velocity,2010.0,W. M. Keck Observatory,11.9,96.7,41.38,0.166,11.0143,3287.0,0.358519,0.344045,2010,Gas giant 6–15,10–50 days,10–50 pc,2010
GJ 1148 c,GJ 1148,Radial Velocity,2017.0,Calar Alto Observatory,9.71,68.06,532.58,0.912,11.0143,3287.0,0.358519,0.344045,2010,Gas giant 6–15,1–10 years,10–50 pc,2017
GJ 1151 c,GJ 1151,Radial Velocity,2023.0,Multiple Facilities,3.25,10.62,389.7,0.5714,8.03625,3280.0,0.1781,0.1639,2020,Neptune-like 2–6,1–10 years,<10 pc,2023
GJ 1214 b,GJ 1214,Transit,2009.0,MEarth Project,2.733,8.41,1.580404531,0.01505,14.6427,3101.0,0.2162,0.182,2000,Neptune-like 2–6,<3 days,10–50 pc,2009
GJ 1252 b,GJ 1252,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),1.193,1.32,0.5182331,0.00915,20.373,3458.0,0.391,0.381,2020,Earth-size 0.5–1.25,<3 days,10–50 pc,2020
GJ 1265 b,GJ 1265,Radial Velocity,2018.0,Calar Alto Observatory,2.63,7.4,3.6511,0.026,10.2525,3236.0,0.192,0.178,2010,Neptune-like 2–6,3–10 days,10–50 pc,2018
GJ 1289 b,GJ 1289,Radial Velocity,2024.0,Multiple Observatories,2.38,6.27,111.74,0.27,8.35147,3296.0,0.245012,0.21,2020,Neptune-like 2–6,50–365 days,<10 pc,2024
GJ 143 b,GJ 143,Transit,2019.0,Transiting Exoplanet Survey Satellite (TESS),2.61,22.7,35.61253,0.1915,16.32,4640.0,0.695,0.73,2010,Neptune-like 2–6,10–50 days,10–50 pc,2019
GJ 15 A b,GJ 15 A,Radial Velocity,2014.0,W. M. Keck Observatory,1.55,3.03,11.4407,0.072,3.56228,3607.0,0.38,0.38,2010,Super-Earth 1.25–2,10–50 days,<10 pc,2014
GJ 15 A c,GJ 15 A,Radial Velocity,2018.0,Roque de los Muchachos Observatory,6.67,36.0,7600.0,5.4,3.56228,3607.0,0.38,0.38,2010,Gas giant 6–15,>10 years,<10 pc,2018
GJ 160.2 b,GJ 160.2,Radial Velocity,2014.0,Multiple Observatories,3.17,10.2,5.2354,0.053,25.8557,4347.0,0.655173,0.69,2010,Neptune-like 2–6,3–10 days,10–50 pc,2014
GJ 163 b,GJ 163,Radial Velocity,2013.0,La Silla Observatory,3.25,10.6,8.63182,0.0607,15.1285,3500.0,0.409738,0.4,2010,Neptune-like 2–6,3–10 days,10–50 pc,2013
GJ 163 c,GJ 163,Radial Velocity,2013.0,La Silla Observatory,2.5,6.8,25.63058,0.1254,15.1285,3500.0,0.409738,0.4,2010,Neptune-like 2–6,10–50 days,10–50 pc,2013
GJ 163 d,GJ 163,Radial Velocity,2013.0,La Silla Observatory,5.92,29.4,603.95116,1.0304,15.1285,3500.0,0.409738,0.4,2010,Neptune-like 2–6,1–10 years,10–50 pc,2013
GJ 179 b,GJ 179,Radial Velocity,2009.0,W. M. Keck Observatory,13.8,301.93698665,2288.0,2.41,12.356,3370.0,0.38,0.357,2000,Gas giant 6–15,1–10 years,10–50 pc,2009
GJ 180 b,GJ 180,Radial Velocity,2014.0,Multiple Observatories,2.43,6.49,17.133,0.092,11.9407,3371.0,0.413049,0.43,2010,Neptune-like 2–6,10–50 days,10–50 pc,2014
GJ 180 c,GJ 180,Radial Velocity,2014.0,Multiple Observatories,2.41,6.4,24.329,0.129,11.9407,3371.0,0.413049,0.43,2010,Neptune-like 2–6,10–50 days,10–50 pc,2014
GJ 180 d,GJ 180,Radial Velocity,2020.0,Multiple Facilities,2.66,7.56,106.3,0.309,11.9407,3371.0,0.413049,0.43,2020,Neptune-like 2–6,50–365 days,10–50 pc,2020
GJ 2030 b,GJ 2030,Radial Velocity,2022.0,Multiple Observatories,2.03,4.76742611,2.38129,0.034,37.0788,5485.0,2.24104,0.96,2020,Neptune-like 2–6,<3 days,10–50 pc,2022
GJ 2030 c,GJ 2030,Radial Velocity,2022.0,Multiple Observatories,12.3,4069.15709482,25533.11353,16.761,37.0788,5485.0,2.24104,0.96,2020,Gas giant 6–15,>10 years,10–50 pc,2022
GJ 2056 b,GJ 2056,Radial Velocity,2020.0,Multiple Observatories,4.17,16.2,69.971,0.283,28.4434,4069.95,0.709495,0.62,2020,Neptune-like 2–6,50–365 days,10–50 pc,2020
GJ 2126 b,GJ 2126,Radial Velocity,2025.0,La Silla Observatory,13.6,413.1769291,272.7,0.71,38.129,4159.0,0.728,0.65,2020,Gas giant 6–15,50–365 days,10–50 pc,2025
GJ 229 A c,GJ 229,Radial Velocity,2020.0,Multiple Facilities,2.87,8.58136699,121.93268,0.384,5.75624,3564.0,0.46,0.509,2020,Neptune-like 2–6,50–365 days,<10 pc,2020
GJ 229 b,GJ 229,Radial Velocity,2014.0,Multiple Observatories,3.97,14.93793513,579.47495,1.086,5.75624,3564.0,0.46,0.509,2010,Neptune-like 2–6,1–10 years,<10 pc,2014
GJ 238 b,GJ 238,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),0.566,0.126,1.7446999,0.02123,15.2142,3485.0,0.4314,0.4193,2020,Earth-size 0.5–1.25,<3 days,10–50 pc,2024
GJ 251 b,GJ 251,Radial Velocity,2020.0,W. M. Keck Observatory,1.79,3.85,14.237,0.0808,5.58057,3342.0,0.36,0.35,2020,Super-Earth 1.25–2,10–50 days,<10 pc,2020
GJ 251 c,GJ 251,Radial Velocity,2025.0,Multiple Observatories,1.8,3.88,53.647,0.196,5.58057,3342.0,0.36,0.35,2020,Super-Earth 1.25–2,50–365 days,<10 pc,2025
GJ 27.1 b,GJ 27.1,Radial Velocity,2014.0,Multiple Observatories,3.66,13.0,15.819,0.101,23.6062,3542.0,0.518887,0.53,2010,Neptune-like 2–6,10–50 days,10–50 pc,2014
GJ 273 b,GJ 273,Radial Velocity,2017.0,La Silla Observatory,1.51,2.89,18.6498,0.091101,5.921535,3382.0,0.293,0.29,2010,Super-Earth 1.25–2,10–50 days,<10 pc,2017
GJ 273 c,GJ 273,Radial Velocity,2017.0,La Silla Observatory,1.06,1.18,4.7234,0.036467,5.921535,3382.0,0.293,0.29,2010,Earth-size 0.5–1.25,3–10 days,<10 pc,2017
GJ 3021 b,GJ 3021,Radial Velocity,2000.0,La Silla Observatory,13.1,1071.04,133.71,0.49,17.5559,5540.0,0.9,0.9,2000,Gas giant 6–15,50–365 days,10–50 pc,2000
GJ 3082 b,GJ 3082,Radial Velocity,2020.0,Multiple Facilities,2.79,8.2,11.949,0.079,16.6186,3910.0,0.465216,0.47,2020,Neptune-like 2–6,10–50 days,10–50 pc,2020
GJ 3090 b,GJ 3090,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),2.18,4.52,2.85310198,0.0316,22.4751,3707.0,0.516,0.519,2020,Neptune-like 2–6,<3 days,10–50 pc,2022
GJ 3090 c,GJ 3090,Radial Velocity,2026.0,Multiple Facilities,3.14,10.0,15.9407,0.0997,22.4751,3707.0,0.516,0.519,2020,Neptune-like 2–6,10–50 days,10–50 pc,2026
GJ 3138 b,GJ 3138,Radial Velocity,2017.0,La Silla Observatory,1.18,1.78,1.22003,0.0197,28.4712,3717.0,0.5,0.681,2010,Earth-size 0.5–1.25,<3 days,10–50 pc,2017
GJ 3138 c,GJ 3138,Radial Velocity,2017.0,La Silla Observatory,1.88,4.18,5.974,0.057,28.4712,3717.0,0.5,0.681,2010,Super-Earth 1.25–2,3–10 days,10–50 pc,2017
GJ 3138 d,GJ 3138,Radial Velocity,2017.0,La Silla Observatory,3.23,10.5,257.8,0.698,28.4712,3717.0,0.5,0.681,2010,Neptune-like 2–6,50–365 days,10–50 pc,2017
GJ 317 b,GJ 317,Radial Velocity,2007.0,W. M. Keck Observatory,13.3,794.5,695.69,1.138,15.1968,3496.0,0.403,0.402,2000,Gas giant 6–15,1–10 years,10–50 pc,2007
GJ 317 c,GJ 317,Radial Velocity,2016.0,W. M. Keck Observatory,13.6,454.49462201,6500.0,5.04,15.1968,3496.0,0.403,0.402,2010,Gas giant 6–15,>10 years,10–50 pc,2016
GJ 3222 b,GJ 3222,Radial Velocity,2022.0,Multiple Observatories,3.4,11.44182265,10.66669,0.091,18.23817,5257.46,0.931389,0.89,2020,Neptune-like 2–6,10–50 days,10–50 pc,2022
GJ 328 b,GJ 328,Radial Velocity,2013.0,McDonald Observatory,13.3,797.74930157,3771.0,4.11,20.5266,3897.0,0.63,0.65,2010,Gas giant 6–15,>10 years,10–50 pc,2013
GJ 328 c,GJ 328,Radial Velocity,2023.0,Roque de los Muchachos Observatory,4.91,21.4,241.8,0.657,20.5266,3897.0,0.63,0.65,2020,Neptune-like 2–6,50–365 days,10–50 pc,2023
GJ 3293 b,GJ 3293,Radial Velocity,2015.0,La Silla Observatory,5.19,23.54,30.5987,0.14339,20.1903,3466.0,0.404,0.42,2010,Neptune-like 2–6,10–50 days,10–50 pc,2015
GJ 3293 c,GJ 3293,Radial Velocity,2015.0,La Silla Observatory,4.87,21.09,122.6196,0.36175,20.1903,3466.0,0.404,0.42,2010,Neptune-like 2–6,50–365 days,10–50 pc,2015
GJ 3293 d,GJ 3293,Radial Velocity,2017.0,La Silla Observatory,2.67,7.6,48.1345,0.19394,20.1903,3466.0,0.404,0.42,2010,Neptune-like 2–6,10–50 days,10–50 pc,2017
GJ 3293 e,GJ 3293,Radial Velocity,2017.0,La Silla Observatory,1.63,3.28,13.2543,0.08208,20.1903,3466.0,0.404,0.42,2010,Super-Earth 1.25–2,10–50 days,10–50 pc,2017
GJ 3323 b,GJ 3323,Radial Velocity,2017.0,La Silla Observatory,1.23,2.02,5.3636,0.03282,5.37484,3159.0,0.119,0.164,2010,Earth-size 0.5–1.25,3–10 days,<10 pc,2017
GJ 3323 c,GJ 3323,Radial Velocity,2017.0,La Silla Observatory,1.32,2.31,40.54,0.1264,5.37484,3159.0,0.119,0.164,2010,Super-Earth 1.25–2,10–50 days,<10 pc,2017
GJ 3341 b,GJ 3341,Radial Velocity,2015.0,La Silla Observatory,2.46,6.6,14.207,0.089,23.619,3526.0,0.439,0.47,2010,Neptune-like 2–6,10–50 days,10–50 pc,2015
GJ 338 B b,GJ 338 B,Radial Velocity,2020.0,Calar Alto Observatory,3.25,10.6,24.422,0.142,6.33256,4014.0,0.58,0.64,2020,Neptune-like 2–6,10–50 days,<10 pc,2020
GJ 341 b,GJ 341,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),0.88,4.0,7.57686,,10.454,3770.0,0.5066,0.48,2020,Earth-size 0.5–1.25,3–10 days,10–50 pc,2025
